hh_mass,h1_mass,h2_mass,hh_pt,h1_pt,h2_pt,"deltaR(h1, h2)",deltaR(h1 jets),deltaR(h2 jets),deltaPhi(h1 jets),deltaPhi(h2 jets),met,met_phi,scalarHT,nJets,nBTags,jet1_pt,jet2_pt,jet3_pt,jet4_pt,jet1_eta,jet2_eta,jet3_eta,jet4_eta,jet1_phi,jet2_phi,jet3_phi,jet4_phi,jet1_mass,jet2_mass,jet3_mass,jet4_mass,jet1_px,jet2_px,jet3_px,jet4_px,jet1_py,jet2_py,jet3_py,jet4_py,jet1_pz,jet2_pz,jet3_pz,jet4_pz,jet1_energy,jet2_energy,jet3_energy,jet4_energy,jet1_btag,jet2_btag,jet3_btag,jet4_btag
434.72198358125837,65.84042093341456,84.23084825397548,29.462083428808583,147.68123889421875,133.92827256499055,3.4806511699585627,0.9352670459842872,1.1931794686723678,0.27295446395874023,1.066379427909851,17.794950485229492,-1.047983169555664,333.24859619140625,4,4,111.57537078857422,37.141082763671875,102.03894805908203,50.468727111816406,-0.7295491695404053,0.16500116884708405,0.9884370565414429,1.5237053632736206,1.2875721454620361,1.014617681503296,-1.4001389741897583,-2.4665184020996094,16.144609451293945,5.699708938598633,10.31279468536377,5.650063514709473,31.1800524328058,19.608436501400455,17.329293852760383,-39.39894423580929,107.13014373599664,31.543133116868248,-100.55666310876033,-31.540697668101487,-88.81505570808338,6.156167601861255,118.10363412539446,110.30685726849272,143.51942691277924,38.07683167471883,156.41857002559365,121.43565536718971,1,1,1,1
386.96798212330657,90.55705087694643,91.70892085711169,109.19503746500428,173.06516166600886,81.14110319193134,3.2100978214716602,0.9268304569962519,1.7528908870154838,0.8934205174446106,-1.7033570448504847,41.73733901977539,-2.6939163208007812,415.95794677734375,6,5,112.84707641601562,78.33474731445312,73.40586853027344,45.613136291503906,0.28032422065734863,0.03371831029653549,1.4849532842636108,1.898717999458313,0.397502064704895,-0.4959184527397156,2.084991931915283,-2.4948363304138184,20.35451316833496,12.1781587600708,9.068377494812012,6.5570783615112305,104.04848705755266,68.89792047064917,-36.10354824379439,-36.40122753394033,43.684951604372486,-37.274779565268034,63.91365533977696,-27.48652099429128,32.04970536307342,2.641815841395179,153.72092669308992,148.8714272601427,119.06280895318154,79.31972881033165,170.58950820157295,155.84048040691567,1,1,1,1
502.47174204535577,128.56377275168103,111.93189796632889,21.974688692758004,135.88326175199896,114.72704829594021,3.855056918061033,1.8866184120112446,1.5804385120821103,-0.8360912408679724,1.4828640222549438,9.807489395141602,-0.47408565878868103,405.2586669921875,6,4,110.74444580078125,33.9798469543457,91.42945861816406,61.737640380859375,0.033784035593271255,1.725020408630371,-1.1267012357711792,-1.6734188795089722,-0.8542022109031677,-0.01811097003519535,2.992185592651367,1.5093215703964233,14.376818656921387,5.800510406494141,11.957698822021484,10.271453857421875,72.73919892854776,33.97427428883802,-90.41088981534733,3.792916352062874,-83.50653396564445,-0.6153743474968374,13.609441796330167,61.62101934683142,3.742106052935616,92.33116418387434,-126.23486412134567,-158.75080931974009,111.73642444667539,98.55617585705201,156.32521672482451,170.64248727621717,1,1,1,1
295.53978895730563,127.0917295386741,81.0262512459633,53.41893146598186,132.9075929789657,82.77622725776793,2.969506100811656,2.6744678361507956,1.6864468854398063,-2.6510786453830164,0.6082943677902222,15.758255004882812,0.9010108113288879,418.5205993652344,5,4,155.21533203125,25.927183151245117,43.62501525878906,43.13304138183594,1.013473391532898,0.6605424880981445,0.31005534529685974,1.8829765319824219,1.6548449993133545,-1.9772616624832153,-1.2684893608093262,-1.8767837285995483,12.591127395629883,6.100234508514404,6.2328338623046875,4.827672958374023,-13.030288576062663,-10.250704147818645,12.988185560095326,-12.993175633346983,154.66742021898378,-23.814741036427467,-41.64671646343935,-41.12951064391807,185.65290689226603,18.39885212170226,13.743934782057375,138.47655999066532,242.31660616683408,32.37204730339659,46.16151987942032,145.11899721224825,1,1,1,1
428.0621628487947,108.01640129255611,91.24720561718846,120.94705098361618,237.27167743281566,148.65333955893342,2.745467496390187,1.152859936773327,1.1497346765997971,0.2159419283270836,0.9778374433517456,76.31086730957031,-3.0798230171203613,514.4075927734375,5,4,204.80796813964844,33.126888275146484,109.81110382080078,56.12999725341797,1.1525907516479492,2.285046100616455,1.9654628038406372,1.3607118129730225,-0.03447044640779495,-0.25041237473487854,2.953833818435669,1.9759963750839233,32.454166412353516,6.7057342529296875,9.181425094604492,10.142191886901855,204.68630257790608,32.09367110417709,-107.88117723617151,-22.126591828997853,-7.058424078867308,-8.208958633769932,20.497075900733723,51.584789673911,291.90953105585476,161.06905652325253,384.2358815527055,102.22646288643679,358.0652888123352,164.57702928402756,399.7248925970151,117.0627624917996,1,1,1,1
496.9845222855835,81.07764940428638,98.35610829317517,69.2378061229498,243.93958418341654,191.09348354519244,3.0359721407110523,0.8304879797575229,0.8981141281496956,0.7810734212398529,0.8834617137908936,60.5692138671875,-2.414623975753784,508.0091552734375,5,4,211.5150146484375,43.002418518066406,114.10675811767578,97.1241683959961,0.19704116880893707,-0.08515485376119614,-0.49431151151657104,-0.6558800339698792,1.1489499807357788,0.3678765594959259,-1.9209115505218506,-2.804373264312744,16.73102378845215,6.278943061828613,11.25424861907959,22.371030807495117,86.60389953596257,40.12526051653226,-39.1393076047733,-91.65397182311823,192.97244882856629,15.46516947477001,-107.18426586185448,-32.134927036806204,41.947377261694065,-3.66629184164387,-58.72951772084001,-68.36824275013333,216.28247972934233,43.61278276199228,128.8261099770861,120.86266471803798,1,1,1,1
414.3800541911877,120.81545586049428,114.51050161824163,14.65152638831158,177.92710004930024,163.44919661708423,3.128425567358926,1.9349979676242084,1.7181081158657188,-1.9255195260047913,-1.7132402102099817,23.319101333618164,2.4781270027160645,432.9797058105469,5,4,185.2727508544922,25.96990394592285,164.8107452392578,33.42076873779297,-1.1517988443374634,-1.3430883884429932,-1.1910384893417358,-1.0617965459823608,-1.098950743675232,0.8265687823295593,1.9893224239349365,-2.580622673034668,31.61383819580078,6.409246921539307,14.038056373596191,5.663199424743652,84.21220436889284,17.592111242685277,-66.98142820608793,-28.298684082757607,-165.0281698514607,19.10375703848449,150.58575637088734,-17.780108610729044,-263.81092773672225,-46.3539177795837,-246.11115095606377,-42.54008005962088,323.9160887760457,53.51822166868146,296.5305168072693,54.39373146078885,1,1,1,1
442.98009376649,181.91884925546492,141.3668189878268,77.53282404238334,67.55673314407632,28.148388996902188,2.062567816207714,2.87284876199773,2.7849993091940557,2.694248382245199,-2.739284161721365,53.31938552856445,1.0976977348327637,353.15386962890625,5,4,115.15226745605469,58.18452072143555,71.87928009033203,65.63601684570312,-2.371215343475342,-1.3740766048431396,-0.189629927277565,-0.6921669244766235,-2.5446689128875732,1.044268012046814,0.8084949851036072,-2.7354061603546143,12.428098678588867,5.669038772583008,8.028458595275879,16.48369026184082,-95.23883541032144,29.23975266000152,49.63894776798387,-60.2954930910521,-64.72718849105415,50.30383003276288,51.98659222137734,-25.93338042516464,-611.2877699245145,-107.5934523205489,-13.712300451634846,-49.14661114156879,622.1633547520471,122.44969348447731,73.61463331020788,83.63724133852278,1,1,1,1
471.74335271410627,124.90342694704212,108.11775114747623,185.8992429718867,274.1008362837152,174.05959380703212,2.411515112695871,0.8544196804303245,1.267208442852485,-0.8511714339256287,-1.131364345550537,20.549739837646484,-2.673534393310547,654.9309692382812,5,4,202.62977600097656,94.28179168701172,145.26309204101562,52.28225326538086,0.1468542218208313,0.2212866097688675,0.19894228875637054,-0.3718746304512024,-0.04612940549850464,0.805042028427124,-2.4676780700683594,-1.3363137245178223,36.08629608154297,13.325531959533691,15.052495956420898,5.425195693969727,202.41422404385438,65.34491271601136,-113.5063670314795,12.147247099402849,-9.343876440228843,67.9639509287823,-90.65136817848719,-50.85153286196471,29.864110984352894,21.033986930470704,29.08997700837551,-19.893670686504244,207.97334447466213,97.51438176960791,148.90994025310218,56.20164488879639,1,1,1,1
284.1659265286875,94.38812542295244,96.54600282628863,295.08045944073757,223.50665308766312,124.36623975301161,1.3122954785470848,0.7427949120548013,1.4087010312966721,0.7357391119003296,1.3552911281585693,87.43669128417969,2.639782428741455,640.7164916992188,6,4,134.333251953125,104.93096160888672,103.08367919921875,50.94027328491211,0.6035346984863281,0.5013963580131531,0.8762720823287964,1.2604914903640747,-0.4729830026626587,-1.2087221145629883,0.7888991832733154,-0.5663919448852539,27.740907669067383,7.508744716644287,10.797711372375488,5.850566864013672,119.58525591452367,37.16809147084592,72.63552896455671,42.98556822969037,-61.194682351979274,-98.1276703105729,73.14591478193766,-27.33408799122744,86.08717303721814,54.84430595330174,102.34130809369591,82.61595341777131,161.94437903226347,118.6372026258406,145.6591185970084,97.2344400616324,1,1,1,1
